cluster_id,code,distinct_colors,config_count,extL,extA,extB,trnL,trnA,trnB,max_dE_in_cluster,mean_dE_in_cluster,max_trn_dE_in_cluster,mean_trn_dE_in_cluster,source,source_idx,stack_desc,stack_json
94,anchor_94,19,38,51.38,-2.8,-6.68,79.9,-6.95,6.36,1.0065,0.4816,1.9849,0.637,enthermal-plus-inboard.json,824,C180 Clear 5mm / Ar90 11.82mm / Clear 5mm / Vacuum 0.25mm / SB70 Clear 4mm,"[{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.82},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":4}]"
95,anchor_95,16,32,51.58,-1.52,-7.13,82.77,-4.93,5.58,0.5314,0.3168,1.3308,0.7128,enthermal-plus-inboard.json,270,ZEN Clear 5mm / Ar90 12.26mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.26},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
96,anchor_96,8,16,51.63,-1.4,-7.55,79.12,-7.29,5.87,0.3923,0.2207,0.7245,0.3005,enthermal-plus-inboard.json,1025,ZEN Clear 5mm / Ar90 10.75mm / C366 Clear 5mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.75},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
97,anchor_97,39,78,52.0,-2.12,-5.62,82.43,-4.36,5.43,1.1663,0.5861,2.2243,0.8203,enthermal-plus-inboard.json,1451,ZEN Clear 6mm / Ar90 9.75mm / Clear 5mm / Vacuum 0.25mm / C272 Clear 5mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.75},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":5}]"
98,anchor_98,15,48,52.08,-1.99,-6.98,86.33,-3.75,4.25,1.3684,0.7182,2.0901,0.5996,enthermal-plus-inboard.json,273,C180 Clear 5mm / Ar90 12.65mm / Clear 4mm / Vacuum 0.25mm / C180 Clear 4mm,"[{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.65},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":4}]"
99,anchor_99,16,48,52.08,-0.94,-7.48,87.77,-3.55,5.02,0.7832,0.3645,0.7106,0.2857,enthermal-plus-inboard.json,699,ZEN Clear 6mm / Ar90 11.15mm / Clear 4mm / Vacuum 0.25mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.15},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
100,anchor_100,14,28,52.23,-4.06,-6.25,71.09,-8.21,2.77,0.4638,0.251,0.9356,0.6045,enthermal-plus-outboard.json,702,SBR67 Clear 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 9.01mm / C272 Clear 5mm,"[{""type"":""glass"",""coating"":""SBR67"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.01},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":5}]"
101,anchor_101,14,28,52.37,-3.51,-6.6,67.97,-10.82,3.2,1.2743,0.7408,1.9565,1.0737,enthermal-plus-outboard.json,844,SBR67 Clear 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 8.01mm / C366 Clear 6mm,"[{""type"":""glass"",""coating"":""SBR67"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.01},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":6}]"
102,anchor_102,2,4,52.41,-1.94,-9.47,83.94,-4.85,4.94,0.0531,0.0265,0.1541,0.0771,enthermal-plus-inboard.json,2005,ZEN Clear 6mm / Ar90 7.15mm / SKN183 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":7.15},{""type"":""glass"",""coating"":""SKN183"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
103,anchor_103,16,32,52.5,-0.73,-6.36,79.31,-7.16,5.84,0.4953,0.2297,0.8783,0.3365,enthermal-plus-inboard.json,920,ZEN Clear 5mm / Ar90 11.55mm / Clear 5mm / Vacuum 0.25mm / C366 Clear 4mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.55},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4}]"
104,anchor_104,7,14,52.84,-5.55,-5.77,70.38,-8.88,3.01,0.3862,0.1884,0.6111,0.3471,enthermal-plus-outboard.json,568,SBR67 Clear 6mm / Vacuum 0.25mm / Clear 5mm / Ar90 10.07mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SBR67"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.07},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
105,anchor_105,16,32,53.38,-4.91,-4.57,81.49,-5.34,5.6,0.3998,0.1969,0.886,0.4159,enthermal-plus-inboard.json,1128,ZEN Clear 5mm / Ar90 10.75mm / Clear 5mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.75},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
106,anchor_106,15,30,53.38,-3.97,-7.61,74.24,-8.04,2.45,1.3145,0.754,1.6092,0.8346,enthermal-plus-outboard.json,567,SBR67 Clear 6mm / Vacuum 0.25mm / Clear 5mm / Ar90 10.07mm / C180 Clear 5mm,"[{""type"":""glass"",""coating"":""SBR67"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.07},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":5}]"
107,anchor_107,10,20,53.79,-2.95,-7.5,79.92,-6.8,7.14,0.5884,0.3281,1.157,0.547,enthermal-plus-inboard.json,271,ZEN Clear 5mm / Ar90 12.26mm / SB70 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.26},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
108,anchor_108,14,28,53.95,-1.96,-7.95,80.12,-6.55,7.1,0.5812,0.2939,0.8282,0.3758,enthermal-plus-outboard.json,586,ZEN Clear 6mm / Vacuum 0.25mm / Clear 5mm / Ar90 9.48mm / SB70 Clear 5mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.48},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":5}]"
109,anchor_109,24,48,54.53,-1.6,-7.97,86.02,-3.91,5.09,0.892,0.46,1.1914,0.4117,enthermal-plus-inboard.json,693,ZEN Clear 6mm / Ar90 11.35mm / Clear 4mm / Vacuum 0.25mm / C180 Clear 4mm,"[{""type"":""glass"",""coating"":""ZEN"",""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.35},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":4}]"
110,anchor_110,3,3,33.4,-0.35,-5.1,76.61,-3.63,-3.34,0.1333,0.0656,0.3653,0.2249,enthermal.json,96,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
111,anchor_111,14,28,35.22,-0.58,-5.97,70.27,-5.17,-0.93,0.9491,0.4898,1.8554,1.0818,enthermal-plus-inboard.json,466,SB60 Optiblue 6mm / Ar90 11.59mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
112,anchor_112,21,42,35.74,-0.38,-6.48,74.2,-4.53,-1.69,0.9763,0.5342,2.0862,1.0632,enthermal-plus-outboard.json,314,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.5mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.5},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
113,anchor_113,21,56,35.89,-1.48,-4.26,70.28,-5.18,-0.91,1.0392,0.5889,1.8454,1.0606,enthermal-plus-inboard.json,634,SB60 Optiblue 6mm / Ar90 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4}]"
114,anchor_114,21,42,36.03,-0.28,-5.48,67.01,-7.2,-0.33,1.0189,0.6255,1.7974,0.9065,enthermal-plus-outboard.json,311,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.6mm / C366 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.6},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4}]"
115,anchor_115,9,18,36.07,-1.43,-5.85,69.35,-5.18,-0.98,1.0407,0.5698,1.6135,1.054,enthermal-plus-inboard.json,463,SB60 Optiblue 6mm / Ar90 11.69mm / C270 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
116,anchor_116,14,28,36.71,-3.67,-3.92,68.5,-5.99,-0.72,1.1757,0.5616,2.3294,1.1516,enthermal-plus-outboard.json,771,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 9.01mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.01},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
117,anchor_117,26,60,36.88,-1.71,-6.88,67.07,-7.53,0.84,1.3094,0.9407,2.6062,1.1448,enthermal-plus-inboard.json,1931,SB60 Optiblue 6mm / Ar90 8.05mm / SB70 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.05},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
118,anchor_118,22,44,37.34,-0.6,-7.69,72.35,-5.02,-1.25,1.3115,0.7103,1.8264,0.9154,enthermal-plus-inboard.json,2118,SB60 Optiblue 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
119,anchor_119,7,14,38.83,-3.67,-6.41,66.87,-6.82,0.67,1.3303,0.6055,1.5851,0.9015,enthermal-plus-inboard.json,680,SB70 Optiblue 6mm / Ar90 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":4}]"
120,anchor_120,18,36,38.97,-2.57,-8.35,65.31,-8.03,2.16,1.404,0.7995,2.1937,1.0997,enthermal-plus-inboard.json,516,SB70 Optiblue 6mm / Ar90 11.59mm / SB70 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
121,anchor_121,21,42,39.24,-2.12,-6.65,69.24,-6.15,1.45,1.0934,0.7527,2.3344,0.8831,enthermal-plus-inboard.json,1115,SB70 Optiblue 5mm / Ar90 11.08mm / Clear 5mm / Vacuum 0.25mm / C272 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.08},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":5}]"
122,anchor_122,15,30,39.28,-1.32,-7.92,73.67,-5.92,0.94,1.034,0.5551,2.514,1.3588,enthermal-plus-inboard.json,1119,SB70 Optiblue 5mm / Ar90 10.48mm / Clear 5mm / Vacuum 0.25mm / LUMI Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.48},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":5}]"
123,anchor_123,12,24,39.3,-1.53,-8.87,69.76,-6.7,0.27,1.0653,0.5611,1.1863,0.5945,enthermal-plus-inboard.json,2174,SB70 Optiblue 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
124,anchor_124,11,28,39.54,-1.45,-7.14,66.6,-8.22,1.91,1.2798,0.7426,2.7087,1.062,enthermal-plus-inboard.json,360,SB70 Optiblue 5mm / Ar90 12.68mm / Clear 4mm / Vacuum 0.25mm / C366 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.68},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4}]"
125,anchor_125,6,12,40.81,-1.77,-8.53,72.08,-6.22,1.11,0.611,0.3188,0.3372,0.167,enthermal-plus-inboard.json,1113,SB70 Optiblue 5mm / Ar90 11.08mm / Clear 5mm / Vacuum 0.25mm / C180 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optiblue"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.08},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":5}]"
126,anchor_126,3,3,33.03,-0.93,-1.89,75.88,-3.83,2.43,0.138,0.0657,0.3661,0.2168,enthermal.json,90,SB60 Optigray 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
127,anchor_127,8,16,34.78,-1.32,-2.21,69.59,-5.24,4.35,0.2993,0.1866,1.0377,0.6396,enthermal-plus-inboard.json,452,SB60 Optigray 6mm / Ar90 11.59mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
128,anchor_128,16,40,35.26,-1.99,-1.02,68.49,-5.41,4.27,0.9341,0.4501,1.442,0.6342,enthermal-plus-outboard.json,907,SB60 Optigray 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 8.01mm / C272 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.01},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":6}]"
129,anchor_129,12,24,35.28,-1.09,-2.56,73.49,-4.63,3.86,0.3846,0.2254,0.8821,0.4611,enthermal-plus-outboard.json,300,SB60 Optigray 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.5mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.5},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
130,anchor_130,12,24,35.34,-0.91,-1.7,66.04,-7.61,4.74,1.0334,0.4687,0.8279,0.3759,enthermal-plus-inboard.json,2105,SB60 Optigray 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C366 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":6}]"
131,anchor_131,2,4,35.5,-1.47,-4.27,70.67,-5.1,3.91,0.0431,0.0216,0.1313,0.0657,enthermal-plus-inboard.json,1917,SB60 Optigray 6mm / Ar90 7.49mm / SKN183 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":7.49},{""type"":""glass"",""coating"":""SKN183"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
132,anchor_132,8,16,36.03,-3.92,-0.32,68.19,-5.71,4.38,0.2934,0.1613,0.7384,0.3558,enthermal-plus-inboard.json,1733,SB60 Optigray 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
133,anchor_133,16,40,36.65,-2.04,-3.02,66.6,-7.3,5.85,0.8838,0.5976,1.477,0.5079,enthermal-plus-inboard.json,1737,SB60 Optigray 6mm / Ar90 9.04mm / Clear 6mm / Vacuum 0.25mm / SB70 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.04},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":5}]"
134,anchor_134,14,28,36.97,-1.7,-3.11,71.28,-5.45,4.22,1.2983,0.4312,1.4976,0.8302,enthermal-plus-outboard.json,905,SB60 Optigray 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 8.01mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Optigray"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.01},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
135,anchor_135,10,20,37.25,-2.43,-3.84,70.97,-6.2,5.35,0.9178,0.3183,2.2343,0.6262,enthermal-plus-inboard.json,1972,SB70 Optigray 6mm / Ar90 7.49mm / LUMI Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":7.49},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
136,anchor_136,11,22,37.45,-2.87,-2.66,67.07,-5.95,5.54,0.7154,0.3827,1.7046,1.0038,enthermal-plus-inboard.json,667,SB70 Optigray 6mm / Ar90 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":4}]"
137,anchor_137,8,16,37.49,-2.36,-3.07,63.65,-8.74,5.98,0.72,0.374,0.773,0.3879,enthermal-plus-inboard.json,2161,SB70 Optigray 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C366 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":6}]"
138,anchor_138,4,8,38.12,-4.59,-2.06,65.99,-6.97,5.74,0.085,0.0587,0.5507,0.2796,enthermal-plus-inboard.json,1422,SB70 Optigray 6mm / Ar90 10.09mm / Clear 5mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
