Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Transmitted Color L*,Transmitted Color a*,Transmitted Color b*,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4145,0.073,13.7,0.1453,0.3348,0.0879,64.22,-2.4,9.59,35.47,-0.22,-0.35,0.0137,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3141,0.0553,18.08,0.1233,0.2946,0.0821,60.86,-3.19,9.61,34.31,-0.55,-0.21,0.0074,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3364,0.0592,16.88,0.1295,0.3036,0.0794,61.62,-2.44,9.55,33.76,-0.04,-0.44,0.0094,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2635,0.0464,21.55,0.108,0.2741,0.0803,59.04,-4.64,9.7,33.93,-0.22,-0.56,0.0028,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarbronze®  6mm,5377,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3131,0.0551,18.14,0.1282,0.3041,0.0803,61.68,-3.31,9.66,33.93,-0.17,-0.4,0.0102,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarbronze®  6mm,5377,Solarban® 70 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2565,0.0452,22.14,0.1085,0.2789,0.0848,59.45,-4.47,10.72,34.86,-1.02,-0.39,0.004,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3516,0.0619,16.15,0.1493,0.3573,0.0809,65.98,-1.84,9.58,34.08,0.1,-0.62,0.0212,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Air 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2621,0.0462,21.66,0.1272,0.3235,0.0823,63.31,-2.35,9.32,34.36,-0.25,-1.32,0.0156,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4145,0.073,13.7,0.1286,0.2799,0.0748,59.75,-4.45,3.26,32.91,-0.57,-3.95,0.0132,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3141,0.0553,18.08,0.1087,0.2464,0.0708,56.59,-5.1,3.56,32.0,-0.77,-3.47,0.0071,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3364,0.0592,16.88,0.1143,0.2539,0.0689,57.31,-4.4,3.41,31.56,-0.3,-3.55,0.0091,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2635,0.0464,21.55,0.0949,0.2294,0.0695,54.89,-6.41,3.82,31.7,-0.4,-3.7,0.0027,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solargray®  6mm,5373,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3131,0.0551,18.14,0.1129,0.2544,0.0694,57.37,-5.23,3.54,31.69,-0.4,-3.56,0.0099,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solargray®  6mm,5373,Solarban® 70 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2565,0.0452,22.14,0.0952,0.2334,0.0728,55.26,-6.3,4.77,32.45,-1.07,-3.77,0.0038,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3516,0.0619,16.15,0.1314,0.2987,0.0699,61.42,-3.98,3.09,31.81,-0.28,-3.79,0.0205,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Air 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2621,0.0462,21.66,0.1113,0.2705,0.0709,58.9,-4.36,3.06,32.05,-0.38,-4.53,0.015,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4145,0.073,13.7,0.1671,0.3966,0.1063,69.11,-6.69,5.48,39.01,-3.02,-3.83,0.0174,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3141,0.0553,18.08,0.1429,0.3491,0.0982,65.55,-7.33,5.72,37.55,-3.28,-3.28,0.0094,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3364,0.0592,16.88,0.1498,0.3596,0.0944,66.35,-6.56,5.6,36.83,-2.47,-3.47,0.0118,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2635,0.0464,21.55,0.1262,0.3251,0.0956,63.64,-8.73,5.94,37.05,-2.69,-3.64,0.0036,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optigray®  6mm,5390,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3131,0.0551,18.14,0.1486,0.3604,0.0955,66.42,-7.5,5.74,37.04,-2.62,-3.47,0.013,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optigray®  6mm,5390,Solarban® 70 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2565,0.0452,22.14,0.1269,0.3307,0.1022,64.06,-8.59,7.03,38.27,-3.9,-3.6,0.005,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3516,0.0619,16.15,0.1724,0.4232,0.0964,70.97,-6.2,5.35,37.25,-2.43,-3.84,0.027,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Air 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2621,0.0462,21.66,0.1483,0.3832,0.0985,68.14,-6.54,5.23,37.63,-2.7,-4.83,0.0197,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4145,0.073,13.7,0.156,0.3539,0.0948,66.24,-9.66,-2.88,37.18,-3.23,-10.03,0.0168,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3141,0.0553,18.08,0.1332,0.3116,0.0882,62.82,-10.13,-2.25,35.89,-3.39,-8.91,0.0091,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3364,0.0592,16.88,0.1397,0.3208,0.085,63.57,-9.38,-2.48,35.23,-2.56,-8.9,0.0115,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2635,0.0464,21.55,0.1176,0.2905,0.086,61.0,-11.37,-1.8,35.44,-2.68,-9.13,0.0034,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarblue®  6mm,5396,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3131,0.0551,18.14,0.1384,0.3218,0.0859,63.66,-10.31,-2.31,35.42,-2.67,-8.98,0.0126,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarblue®  6mm,5396,Solarban® 70 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2565,0.0452,22.14,0.1181,0.2953,0.0916,61.38,-11.32,-0.76,36.56,-3.82,-9.44,0.0049,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3516,0.0619,16.15,0.1605,0.3775,0.0867,68.04,-9.26,-3.21,35.62,-2.67,-9.43,0.026,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Air 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2621,0.0462,21.66,0.1379,0.3419,0.0885,65.31,-9.44,-3.03,35.99,-2.56,-10.6,0.0191,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4145,0.073,13.7,0.1733,0.4037,0.1093,69.77,-6.72,0.27,39.66,-1.87,-8.75,0.0222,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3141,0.0553,18.08,0.1483,0.3553,0.1009,66.19,-7.39,0.76,38.16,-2.18,-7.77,0.0118,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3364,0.0592,16.88,0.1555,0.3659,0.0968,66.98,-6.58,0.57,37.4,-1.33,-7.85,0.0149,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2635,0.0464,21.55,0.1305,0.3309,0.0981,64.27,-8.81,1.13,37.64,-1.49,-8.09,0.0045,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3131,0.0551,18.14,0.1544,0.3669,0.098,67.07,-7.54,0.72,37.62,-1.47,-7.9,0.0165,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2565,0.0452,22.14,0.1312,0.3365,0.1051,64.68,-8.72,2.22,38.91,-2.68,-8.29,0.0064,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3516,0.0619,16.15,0.1799,0.4307,0.0989,71.65,-6.22,0.01,37.85,-1.35,-8.34,0.0347,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Air 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2621,0.0462,21.66,0.1545,0.39,0.1012,68.8,-6.58,0.07,38.25,-1.39,-9.6,0.0252,Yes,No,,
EnthermalPlus,LUMI 6mm / Air 7.75mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4184,0.0737,13.57,0.484,0.7006,0.1689,86.98,-4.76,4.21,48.35,-2.53,-5.53,0.158,Yes,Yes,0.491624,0.439978
EnthermalPlus,LUMI 6mm / Air 7.75mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3164,0.0557,17.95,0.324,0.6162,0.1441,82.66,-5.86,4.53,44.98,-3.39,-3.55,0.0795,Yes,Yes,0.333248,0.328381
EnthermalPlus,LUMI 6mm / Air 7.75mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.339,0.0597,16.75,0.3589,0.6352,0.1319,83.64,-4.81,4.35,43.17,-1.66,-3.88,0.0946,Yes,Yes,0.368238,0.353215
EnthermalPlus,LUMI 6mm / Air 7.75mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2651,0.0467,21.42,0.2507,0.5732,0.1358,80.32,-7.95,4.91,43.75,-1.77,-4.58,0.0293,Yes,Yes,0.259366,0.271954
EnthermalPlus,LUMI 6mm / Air 7.71mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3154,0.0555,18.01,0.3476,0.6365,0.1352,83.73,-5.99,4.5,43.67,-2.14,-3.96,0.1156,Yes,No,,
EnthermalPlus,LUMI 6mm / Air 7.71mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2581,0.0455,22.0,0.2472,0.5826,0.1567,80.79,-7.8,6.19,46.71,-4.01,-4.83,0.0409,Yes,No,,
EnthermalPlus,LUMI 6mm / Air 7.15mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3543,0.0624,16.03,0.5015,0.7483,0.1384,89.27,-4.01,3.94,44.25,-1.62,-4.83,0.2631,Yes,Yes,0.508036,0.369613
EnthermalPlus,LUMI 6mm / Air 7.15mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2636,0.0464,21.54,0.3229,0.6766,0.1444,85.8,-4.82,3.91,45.11,-2.16,-7.78,0.1791,Yes,Yes,0.330394,0.270087
EnthermalPlus,ZEN 6mm / Air 7.75mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.417,0.0734,13.62,0.4098,0.6647,0.2242,85.15,-4.82,5.24,54.76,-2.23,-7.7,0.1477,Yes,Yes,0.416435,0.438232
EnthermalPlus,ZEN 6mm / Air 7.75mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3156,0.0556,17.99,0.2934,0.5839,0.2018,80.86,-5.9,5.61,52.31,-2.79,-6.66,0.0751,Yes,Yes,0.301184,0.327398
EnthermalPlus,ZEN 6mm / Air 7.75mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3381,0.0595,16.79,0.3212,0.6014,0.1909,81.79,-4.85,5.46,51.05,-1.54,-7.05,0.0891,Yes,Yes,0.329036,0.352083
EnthermalPlus,ZEN 6mm / Air 7.75mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2645,0.0466,21.47,0.2318,0.5429,0.1944,78.54,-7.9,5.97,51.44,-1.66,-7.47,0.0273,Yes,Yes,0.239221,0.271274
EnthermalPlus,ZEN 6mm / Air 7.71mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3145,0.0554,18.05,0.3126,0.6027,0.1939,81.88,-6.01,5.6,51.4,-1.88,-7.05,0.109,Yes,No,,
EnthermalPlus,ZEN 6mm / Air 7.71mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2575,0.0454,22.05,0.2295,0.5525,0.2131,79.05,-7.78,7.17,53.55,-3.35,-7.39,0.0382,Yes,No,,
EnthermalPlus,ZEN 6mm / Air 7.15mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3534,0.0622,16.07,0.429,0.7087,0.1967,87.33,-4.1,5.08,51.79,-1.5,-7.57,0.2448,Yes,Yes,0.434727,0.368551
EnthermalPlus,ZEN 6mm / Air 7.15mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.2631,0.0463,21.58,0.296,0.6411,0.2021,83.94,-4.85,4.94,52.41,-1.94,-9.47,0.1666,Yes,Yes,0.302347,0.269511
EnthermalPlus,SKN183 6mm / Air 7.75mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4167,0.0734,13.63,0.2964,0.6341,0.1659,83.62,-5.55,4.22,47.96,-2.81,-8.85,0.1093,Yes,Yes,0.307258,0.437853
EnthermalPlus,SKN183 6mm / Air 7.75mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3154,0.0555,18.0,0.2436,0.5577,0.1453,79.44,-6.49,4.55,45.17,-3.53,-7.72,0.0558,Yes,Yes,0.253317,0.327184
EnthermalPlus,SKN183 6mm / Air 7.75mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Air,0.3379,0.0595,16.8,0.2589,0.5747,0.1354,80.37,-5.5,4.39,43.72,-2.05,-8.12,0.0673,Yes,Yes,0.269018,0.351836
EnthermalPlus,SKN183 6mm / Air 7.75mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Air,0.2644,0.0466,21.48,0.2066,0.519,0.1385,77.18,-8.35,4.89,44.17,-2.32,-8.52,0.0207,Yes,Yes,0.215200,0.271126
EnthermalPlus,SKN183 6mm / Air 7.71mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Air,0.3144,0.0554,18.06,0.2567,0.5759,0.1382,80.46,-6.63,4.54,44.13,-2.38,-8.13,0.0804,Yes,No,,
EnthermalPlus,SKN183 6mm / Air 7.71mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.46,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Air,0.2574,0.0453,22.06,0.2064,0.5278,0.1555,77.66,-8.22,6.15,46.56,-4.37,-8.44,0.0289,Yes,No,,
EnthermalPlus,SKN183 6mm / Air 7.15mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Air,0.3532,0.0622,16.08,0.3123,0.6767,0.1408,85.81,-4.86,3.97,44.59,-1.98,-8.77,0.179,Yes,Yes,0.321399,0.368321
EnthermalPlus,SKN183 6mm / Air 7.15mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Air,0.263,0.0463,21.59,0.2544,0.6124,0.1458,82.47,-5.49,3.93,45.3,-2.43,-10.82,0.1238,Yes,Yes,0.262049,0.269386
EnthermalPlus,XTREME 6mm / Air 7.75mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Air,0.4169,0.0734,13.62,0.2079,0.5197,0.1409,77.35,-7.1,1.58,44.59,-3.39,-7.64,0.0908,Yes,Yes,0.223315,0.438036
EnthermalPlus,XTREME 6mm / Air 7.75mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Air,0.3155,0.0556,18.0,0.1802,0.4571,0.1269,73.43,-7.73,1.99,42.47,-3.98,-6.35,0.0472,Yes,Yes,0.192561,0.327287
